,full_name,id,url,stars
79,apache/curator,17359057,https://api.github.com/repos/apache/curator,2774
80,hibernate/hibernate-validator,972205,https://api.github.com/repos/hibernate/hibernate-validator,991
81,robolectric/robolectric,867564,https://api.github.com/repos/robolectric/robolectric,5478
82,FasterXML/jackson-dataformat-xml,1210290,https://api.github.com/repos/FasterXML/jackson-dataformat-xml,495
83,pgjdbc/pgjdbc,3370128,https://api.github.com/repos/pgjdbc/pgjdbc,1111
84,googleapis/google-api-java-client,25881432,https://api.github.com/repos/googleapis/google-api-java-client,1141
85,alibaba/fastjson2,482425877,https://api.github.com/repos/alibaba/fastjson2,1761
86,reactor/reactor-core,45903621,https://api.github.com/repos/reactor/reactor-core,4168
87,antlr/antlr4,501687,https://api.github.com/repos/antlr/antlr4,12354
88,jboss-javassist/javassist,10262364,https://api.github.com/repos/jboss-javassist/javassist,3552
89,mongodb/mongo-java-driver,108050,https://api.github.com/repos/mongodb/mongo-java-driver,2480
90,FasterXML/jackson-modules-java8,72700804,https://api.github.com/repos/FasterXML/jackson-modules-java8,352
91,hamcrest/JavaHamcrest,3894929,https://api.github.com/repos/hamcrest/JavaHamcrest,1982
92,greenrobot/EventBus,5070389,https://api.github.com/repos/greenrobot/EventBus,24004
93,mozilla/rhino,1739767,https://api.github.com/repos/mozilla/rhino,3292
94,jquery/jquery,167174,https://api.github.com/repos/jquery/jquery,56371
95,LMAX-Exchange/disruptor,5901900,https://api.github.com/repos/LMAX-Exchange/disruptor,14927
96,raphw/byte-buddy,14696091,https://api.github.com/repos/raphw/byte-buddy,4973
97,Kotlin/kotlinx.coroutines,61722736,https://api.github.com/repos/Kotlin/kotlinx.coroutines,10889
98,google/dagger,7968417,https://api.github.com/repos/google/dagger,16670
99,libgdx/libgdx,5373551,https://api.github.com/repos/libgdx/libgdx,20118
100,akka/akka,130013,https://api.github.com/repos/akka/akka,12268
101,jwtk/jjwt,23982180,https://api.github.com/repos/jwtk/jjwt,8384
102,cbeust/jcommander,771886,https://api.github.com/repos/cbeust/jcommander,1727
103,ThreeTen/threetenbp,7631422,https://api.github.com/repos/ThreeTen/threetenbp,523
104,javaparser/javaparser,2675355,https://api.github.com/repos/javaparser/javaparser,4243
105,square/moshi,22789601,https://api.github.com/repos/square/moshi,8309
106,FasterXML/jackson-module-kotlin,23404083,https://api.github.com/repos/FasterXML/jackson-module-kotlin,947
